epoch,auc,loss,precision,recall,recall_1,val_auc,val_loss,val_precision,val_recall,val_recall_1
0,0.8680300712585449,0.02831415832042694,0.6169441938400269,0.11061251908540726,0.27969077229499817,0.926643967628479,0.031339533627033234,0.5534341931343079,0.3443503975868225,0.6826031804084778
1,0.9902567863464355,0.010644051246345043,0.7940695285797119,0.5354312658309937,0.8393222689628601,0.9788289666175842,0.018018700182437897,0.7954540848731995,0.4606121778488159,0.7906705737113953
2,0.9956226348876953,0.008026429452002048,0.8127838969230652,0.6519518494606018,0.9091736078262329,0.9943311214447021,0.008692565374076366,0.8415708541870117,0.6113186478614807,0.869244396686554
3,0.9966441988945007,0.006803600117564201,0.8318467736244202,0.7095792889595032,0.9308077096939087,0.9923539757728577,0.007465867791324854,0.8697486519813538,0.6439618468284607,0.8762997388839722
4,0.9972822070121765,0.005842443555593491,0.8498323559761047,0.7574248909950256,0.9453544616699219,0.9956429600715637,0.006586927454918623,0.8365979790687561,0.7345700263977051,0.9260512590408325
5,0.9976884126663208,0.005197039805352688,0.8647498488426208,0.7929643392562866,0.9546932578086853,0.9941278100013733,0.0060063013806939125,0.9100692868232727,0.6970195174217224,0.9038689732551575
6,0.998055100440979,0.004493649583309889,0.8793917298316956,0.8243211507797241,0.9622675180435181,0.9954836368560791,0.00529519934207201,0.8882836103439331,0.7668257355690002,0.9349300265312195
7,0.9982661604881287,0.004170187748968601,0.8879852890968323,0.8414784073829651,0.9662919640541077,0.9960261583328247,0.004972328897565603,0.8939882516860962,0.7827847003936768,0.9410202503204346
8,0.9984474778175354,0.003883934114128351,0.8943984508514404,0.852888286113739,0.9692366123199463,0.9958375096321106,0.004909176845103502,0.8973381519317627,0.7847075462341309,0.9388210773468018
9,0.9975096583366394,0.004894740879535675,0.8708945512771606,0.8100205063819885,0.9552251696586609,0.9968160390853882,0.0061868405900895596,0.8060492277145386,0.8190367221832275,0.9553502798080444
10,0.9977654218673706,0.004461389966309071,0.8791946172714233,0.8302352428436279,0.9608538746833801,0.9965871572494507,0.0049237702041864395,0.8639159202575684,0.8217710852622986,0.9495056867599487
